job_category,age_group,median,lwr_95CrI,upr_95CrI,census_mean,census_lwr95,census_upr95,overlap
4,70-79,0.00722581,0.00717056475,0.00728201175,0.007203353914510619,0.007147056252305653,0.007260091793035348,TRUE
5,70-79,0.0163335,0.016250294999999998,0.0164180075,0.016283791192149084,0.016199421282585162,0.016368593206458327,TRUE
6,70-79,7.412985e-4,7.378408500000001e-4,7.44873025e-4,7.313462806041967e-5,6.763838143356649e-5,7.907746044748745e-5,FALSE
7,70-79,7.40681e-4,7.37207975e-4,7.441442249999999e-4,5.28220374051648e-4,5.130858807689449e-4,5.438010465654752e-4,FALSE
8,70-79,0.002321325,0.00228988875,0.002353144,0.0023143796049962693,0.0022824868354087958,0.002346716958234927,TRUE
9,70-79,0.029654149999999997,0.029534797499999998,0.029767402499999998,0.02956650466590788,0.029453509206678524,0.029679920364405615,TRUE
10,70-79,0.002201795,0.00217093375,0.00223275375,0.0021927598578560486,0.0021617203992584594,0.0022242440087480073,TRUE
11,70-79,0.007886205,0.007825065499999999,0.00794509075,0.007860519125635408,0.007801718942007326,0.007919758938536133,TRUE
12,70-79,0.0033451699999999997,0.00330806775,0.0033843215,0.0033343111747037436,0.0032960056540068373,0.003373060367944737,TRUE
13,70-79,0.02001205,0.019920195,0.020106415,0.019949359211597083,0.019856124751895424,0.020043022501584146,TRUE
14,70-79,0.0133986,0.013321495,0.013474402499999998,0.01335538301674411,0.013278882868237097,0.013432317885949854,TRUE
15,70-79,0.005349765,0.005302907250000001,0.005399960499999999,0.005329642418177292,0.005281202781067794,0.005378523945397121,TRUE
16,70-79,0.027466949999999997,0.0273554925,0.0275759075,0.027381302440522306,0.0272724490465187,0.027490578025840203,TRUE
17,70-79,7.436084999999999e-4,7.398668499999999e-4,7.47442075e-4,2.930035973167847e-4,2.8178643155476216e-4,3.0466715242959163e-4,FALSE
18,70-79,0.0197597,0.0196667975,0.019851602500000003,0.01969053936730059,0.01959790093604945,0.019783606860041464,TRUE
19,70-79,0.0010452600000000001,0.0010244192500000002,0.0010669215000000001,0.0010364420898737376,0.0010151591890675004,0.0010581707159155308,TRUE
20,70-79,0.0168779,0.0167912,0.016965512500000002,0.01682142953897163,0.01673569785661212,0.01690759284580295,TRUE
21,70-79,0.805977,0.8057279749999999,0.806233025,0.8033087780040804,0.8030429875262758,0.8035742975354916,FALSE
